,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,YearRemodAddIsMissing,HouseAge,RemodelAge,RatioBsmt,HasSecondFloor,AvgRoomSize,HasGarage,GarageAge,HasWoodDeck,TotalPorchSF,HasPorch,HasMiscFeature
1139,30,RL,98.0,8731,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Stucco,Stucco,BrkFace,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,Unf,915.0,GasA,TA,Y,SBrkr,1167,0.0,0.0,1,0,3,1,TA,Maj1,1,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,5,2007,WD,Normal,1,87,87.0,0.7049180327868853,0,194.5,1,35.0,0,342,1,0
1140,20,RL,60.0,7350,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,952.0,GasA,TA,Y,SBrkr,952,1.0,0.0,1,0,2,1,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,6,2008,COD,Abnorml,0,57,57.0,0.8949579831932774,0,238.0,1,20.0,0,0,0,0
1141,60,RL,80.0,10304,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,780.0,GasA,Ex,Y,SBrkr,1868,1.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,448,0,Fa,MnPrv,Shed,10,2009,WD,Normal,0,33,33.0,0.48846153846153845,1,207.55555555555554,1,33.0,1,96,1,0
1142,60,RL,77.0,9965,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1466.0,GasA,Ex,Y,SBrkr,2828,1.0,0.0,3,0,4,1,Gd,Typ,1,TA,BuiltIn,RFn,3.0,TA,TA,Y,125,0,Ex,MnPrv,Shed,4,2007,New,Partial,0,1,0.0,0.7844474761255116,1,257.09090909090907,1,1.0,1,144,1,0
1143,20,RL,72.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,Wd Sdng,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1006.0,GasA,TA,Y,SBrkr,1006,0.0,0.0,1,0,3,1,TA,Typ,0,TA,Attchd,Unf,0.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,7,2008,WD,Normal,0,49,49.0,0.28628230616302186,0,201.2,0,0.0,0,24,1,0
1144,190,RL,60.0,12180,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,Unf,672.0,Grav,Fa,N,FuseA,924,1.0,0.0,1,0,2,1,Fa,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,Y,0,0,Gd,MnPrv,Shed,7,2010,WD,Normal,1,69,69.0,0.5178571428571429,1,184.8,1,69.0,0,0,0,0
1145,50,RM,52.0,6240,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1042.0,GasA,Ex,Y,SBrkr,1576,0.0,0.0,1,0,3,1,TA,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,8,2006,WD,Family,1,78,78.0,0.0,1,197.0,1,78.0,0,0,0,0
1146,20,RL,67.0,11200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,1298.0,GasA,TA,Y,SBrkr,1298,1.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,165,0,Ex,MnPrv,Shed,5,2006,WD,Normal,0,21,21.0,0.9691833590138675,0,259.6,1,21.0,1,26,1,0
1147,70,RL,75.0,12000,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,704.0,GasA,Ex,Y,SBrkr,1564,0.0,0.0,1,1,3,1,Fa,Typ,1,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,7,2009,WD,Normal,1,68,68.0,0.390625,1,223.42857142857142,1,68.0,0,0,0,0
1148,50,RM,60.0,5700,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,572.0,GasA,TA,Y,SBrkr,1111,0.0,0.0,1,0,2,1,TA,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,8,2008,WD,Normal,1,82,82.0,0.0,1,222.2,1,26.0,0,176,1,0
1149,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,Gd,PConc,TA,TA,No,ALQ,Unf,650.0,GasA,Ex,Y,SBrkr,1482,0.0,1.0,1,0,3,1,TA,Typ,0,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,7,2009,WD,Normal,0,89,21.0,0.96,1,211.71428571428572,1,79.0,0,0,0,0
1150,20,RL,57.0,8280,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,932.0,GasA,Ex,Y,FuseA,932,0.0,0.0,1,0,2,1,Gd,Typ,1,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,Ex,GdPrv,Shed,11,2007,WD,Normal,1,57,57.0,0.0,0,233.0,1,57.0,0,214,1,0
1151,20,RL,134.0,17755,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1466.0,GasA,TA,Y,SBrkr,1466,0.0,0.0,1,1,3,1,Fa,Typ,2,Gd,Attchd,Fin,2.0,TA,TA,Y,0,0,Gd,MnPrv,Shed,11,2006,WD,Normal,0,47,47.0,0.12005457025920874,0,244.33333333333334,1,47.0,0,240,1,0
1152,20,RL,90.0,14115,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Stone,Stone,BrkFace,0.0,TA,TA,PConc,TA,TA,No,ALQ,GLQ,1073.0,GasA,Ex,Y,SBrkr,1811,0.0,0.0,1,0,2,1,Ex,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,7,2006,WD,Abnorml,0,50,2.0,0.7856477166821995,0,301.8333333333333,1,50.0,0,280,1,0
1153,30,RM,60.0,5890,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,Unf,816.0,GasA,Ex,Y,SBrkr,816,0.0,0.0,1,0,2,1,TA,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,6,2008,WD,Normal,0,78,1.0,0.6593137254901961,0,163.2,1,6.0,0,96,1,0
1154,60,RL,73.0,13700,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,864.0,GasA,TA,Y,SBrkr,1820,0.0,0.0,1,2,4,1,Gd,Typ,2,Gd,Attchd,Unf,2.0,TA,TA,Y,60,0,Ex,GdPrv,Shed,5,2008,WD,Normal,0,43,20.0,0.5254629629629629,1,227.5,1,43.0,1,357,1,0
1155,20,RL,90.0,10768,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,1437.0,GasA,TA,Y,SBrkr,1437,1.0,0.0,2,0,3,1,Gd,Typ,1,Fa,Attchd,RFn,2.0,TA,TA,Y,0,0,Gd,MnPrv,Shed,7,2007,WD,Normal,0,31,3.0,0.8051496172581768,0,239.5,1,31.0,0,201,1,0
1156,80,RL,85.0,9350,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,Gable,CompShg,BrkFace,BrkFace,BrkFace,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,Unf,1219.0,GasA,Gd,Y,SBrkr,1265,0.0,1.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,10,2008,WD,Normal,0,43,9.0,0.5192780968006563,0,210.83333333333334,1,43.0,0,188,1,0
1157,120,RL,34.0,5001,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1314.0,GasA,Ex,Y,SBrkr,1314,1.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,172,0,Ex,MnPrv,Shed,7,2009,WD,Normal,0,2,1.0,0.6879756468797564,0,219.0,1,1.0,1,62,1,0
1158,20,RL,92.0,11932,Pave,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1580.0,GasA,Ex,Y,SBrkr,1580,0.0,0.0,2,0,3,1,Gd,Typ,0,Gd,Attchd,RFn,3.0,TA,TA,Y,0,0,Ex,GdPrv,Shed,6,2008,ConLD,Partial,0,1,0.0,0.0,0,225.71428571428572,1,0.0,0,24,1,0
1159,60,RL,76.0,9120,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,901.0,GasA,TA,Y,SBrkr,1876,0.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,RFn,2.0,Gd,TA,Y,0,0,Fa,MnPrv,Shed,7,2008,WD,Normal,0,34,34.0,0.49056603773584906,1,234.5,1,34.0,0,69,1,0
1160,160,RL,24.0,2280,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,855.0,GasA,Fa,Y,SBrkr,1456,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,26,0,Ex,MnPrv,Shed,7,2010,WD,Normal,0,32,32.0,0.36374269005847953,1,208.0,1,32.0,1,0,0,0
1161,20,RL,70.0,14778,Pave,Grvl,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,1296.0,GasA,Ex,Y,SBrkr,1640,1.0,0.0,1,0,3,1,Gd,Typ,1,Gd,Detchd,Unf,2.0,TA,TA,Y,108,0,Ex,MnPrv,Shed,11,2008,WD,Normal,0,54,2.0,0.5617283950617284,0,234.28571428571428,1,15.0,1,216,1,0
1162,20,RL,109.0,8724,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,894.0,GasA,Gd,Y,SBrkr,894,0.0,0.0,1,0,3,1,TA,Typ,1,Po,Attchd,Fin,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,5,2007,WD,Normal,0,39,39.0,0.5503355704697986,0,178.8,1,39.0,0,0,0,0
1163,90,RL,60.0,12900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,1198.0,GasA,TA,Y,SBrkr,1258,2.0,0.0,0,2,0,2,TA,Typ,0,TA,CarPort,Unf,2.0,Fa,TA,Y,120,0,Ex,MnPrv,Shed,1,2008,WD,Alloca,0,39,39.0,1.0,0,209.66666666666666,1,39.0,1,0,0,0
1164,80,RL,80.0,16157,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,Rec,1360.0,GasA,Ex,Y,SBrkr,1432,1.0,0.0,1,1,2,1,Gd,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,168,0,Gd,MnPrv,Shed,6,2007,WD,Normal,0,29,29.0,0.7875,0,286.4,1,29.0,1,180,1,0
1165,20,RL,79.0,9541,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1502.0,GasA,Ex,Y,SBrkr,1502,0.0,0.0,2,0,3,1,Gd,Typ,0,Gd,Attchd,RFn,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,9,2009,New,Partial,0,0,0.0,0.0,0,214.57142857142858,1,0.0,0,114,1,0
1166,20,RL,64.0,10475,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1694.0,GasA,Ex,Y,SBrkr,1694,0.0,0.0,2,0,3,1,Gd,Typ,0,TA,Attchd,RFn,3.0,TA,TA,Y,160,0,Ex,MnPrv,Shed,2,2010,WD,Normal,0,2,2.0,0.0,0,242.0,1,2.0,1,33,1,0
1167,60,RL,58.0,10852,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,959.0,GasA,Ex,Y,SBrkr,1671,1.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,2,2006,WD,Normal,0,6,6.0,0.8196037539103233,1,238.71428571428572,1,6.0,0,38,1,0
1168,70,RL,120.0,13728,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,Stucco,Stucco,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1127.0,GasA,Ex,Y,SBrkr,2108,0.0,0.0,2,0,4,1,Gd,Typ,2,TA,Basment,Unf,2.0,TA,TA,Y,0,0,Gd,MnPrv,Shed,7,2008,WD,Normal,0,73,22.0,0.5554569653948536,1,301.14285714285717,1,73.0,0,90,1,0
1169,60,RL,118.0,35760,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,Unf,1930.0,GasA,Ex,Y,SBrkr,3627,1.0,0.0,3,1,4,1,Gd,Typ,1,TA,Attchd,Fin,3.0,TA,TA,Y,361,0,Ex,GdPrv,Shed,7,2006,WD,Normal,0,11,10.0,0.7186528497409327,1,362.7,1,11.0,1,76,1,0
1170,80,RL,76.0,9880,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1096.0,GasA,TA,Y,SBrkr,1118,1.0,0.0,1,0,3,1,TA,Typ,1,Po,Attchd,Fin,1.0,TA,TA,Y,203,576,Gd,GdPrv,Shed,7,2008,WD,Normal,0,31,31.0,0.4762773722627737,0,186.33333333333334,1,31.0,1,0,0,0
1171,20,RL,76.0,9120,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1261.0,GasA,Ex,Y,SBrkr,1261,1.0,0.0,1,0,3,1,TA,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,11,2008,WD,Normal,0,50,50.0,0.5249801744647106,0,210.16666666666666,1,50.0,0,288,1,1
1172,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,625.0,GasA,Ex,Y,SBrkr,1250,0.0,0.0,2,1,2,1,Gd,Typ,0,Gd,Detchd,Fin,2.0,TA,TA,Y,0,0,Ex,GdPrv,Shed,3,2008,WD,Normal,0,2,1.0,0.0,1,250.0,1,2.0,0,54,1,0
1173,50,RL,138.0,18030,Pave,Grvl,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,1598.0,GasA,TA,Y,SBrkr,3086,0.0,0.0,3,0,3,1,Ex,Maj1,1,Gd,Attchd,Unf,0.0,TA,TA,Y,122,0,Ex,MnPrv,Shed,3,2007,WD,Normal,0,61,13.0,0.3886107634543179,1,257.1666666666667,0,0.0,1,0,0,0
1174,70,RL,80.0,16560,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,952.0,GasA,TA,Y,SBrkr,2345,0.0,0.0,2,1,4,1,TA,Typ,1,Gd,Detchd,Unf,2.0,TA,TA,Y,0,0,Ex,MnPrv,Shed,7,2006,WD,Normal,1,74,74.0,0.5283613445378151,1,260.55555555555554,1,74.0,0,0,0,0
1175,50,RL,85.0,10678,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1683.0,GasA,Ex,Y,SBrkr,2872,0.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,0,0,Ex,GdPrv,Shed,4,2007,WD,Normal,0,15,7.0,0.41592394533571003,1,319.1111111111111,1,15.0,0,33,1,0
1176,20,RL,37.0,6951,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,Plywood,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,876.0,GasA,TA,Y,SBrkr,923,1.0,0.0,1,0,3,1,TA,Typ,0,TA,Attchd,Unf,1.0,TA,TA,Y,362,0,Gd,MnPrv,Shed,10,2008,WD,Normal,0,24,23.0,0.7511415525114156,0,184.6,1,24.0,1,0,0,0
1177,50,RM,60.0,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,818.0,GasA,TA,Y,SBrkr,1224,0.0,0.0,1,0,3,1,TA,Typ,0,Gd,Detchd,Unf,1.0,TA,TA,N,0,0,Ex,MnPrv,Shed,12,2009,WD,Normal,0,83,5.0,0.5721271393643031,1,244.8,1,83.0,0,116,1,0
1178,50,RL,54.0,7681,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,731.0,GasA,Ex,Y,SBrkr,1343,0.0,0.0,1,1,3,1,TA,Typ,1,Gd,Detchd,Unf,1.0,Fa,TA,Y,192,0,Ex,MnPrv,Shed,7,2009,WD,Normal,1,88,88.0,0.0,1,191.85714285714286,1,88.0,1,102,1,0
1179,20,RL,77.0,8335,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,Slab,TA,TA,No,Unf,Unf,0.0,GasA,Gd,Y,SBrkr,1124,0.0,0.0,1,0,3,1,TA,Min2,1,Gd,Detchd,Unf,0.0,TA,TA,N,0,0,Gd,MnPrv,Shed,4,2006,WD,Normal,0,52,52.0,0.0,0,224.8,0,0.0,0,226,1,0
1180,60,RL,82.0,11170,Pave,Grvl,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,Wood,Gd,TA,No,LwQ,Unf,1216.0,GasA,Ex,Y,SBrkr,2514,0.0,0.0,2,1,4,1,TA,Typ,0,Gd,Attchd,Fin,2.0,TA,TA,Y,0,0,Ex,GdPrv,Shed,4,2006,WD,Normal,0,16,15.0,1.0,1,314.25,1,16.0,0,0,0,0
1181,120,RM,64.0,5587,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1600.0,GasA,Ex,Y,SBrkr,1652,1.0,1.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,162,0,Ex,MnPrv,Shed,11,2008,New,Partial,0,0,0.0,0.925,0,330.4,1,0.0,1,206,1,0
1182,60,RL,160.0,15623,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,2396.0,GasA,Ex,Y,SBrkr,4476,1.0,0.0,3,1,4,1,Ex,Typ,2,TA,Attchd,Fin,3.0,TA,TA,Y,171,555,Ex,MnPrv,Shed,7,2007,WD,Abnorml,0,11,11.0,0.8747913188647746,1,447.6,1,11.0,1,78,1,0
1183,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,Stucco,Stucco,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,1120.0,GasA,Ex,Y,SBrkr,1130,1.0,0.0,1,0,2,1,TA,Typ,1,Gd,Detchd,Unf,2.0,TA,TA,Y,229,0,Ex,MnPrv,Shed,6,2006,WD,Normal,1,86,86.0,0.7330357142857142,0,226.0,1,36.0,1,0,0,0
1184,20,RL,50.0,35133,Grvl,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,Unf,1572.0,GasA,Gd,Y,SBrkr,1572,1.0,0.0,1,1,3,1,TA,Typ,2,TA,2Types,RFn,3.0,TA,TA,Y,0,0,Ex,GdPrv,Shed,5,2007,WD,Normal,0,44,44.0,0.7372773536895675,0,314.4,1,44.0,0,526,1,0
1185,50,RL,60.0,9738,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,BrkFace,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,784.0,GasA,Gd,Y,SBrkr,1221,1.0,0.0,1,0,4,1,TA,Typ,0,Gd,Attchd,Unf,1.0,TA,TA,Y,0,0,Gd,MnPrv,Shed,3,2006,WD,Normal,1,82,82.0,0.5,1,174.42857142857142,1,41.0,0,236,1,0
1186,190,RL,107.0,10615,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,978.0,GasA,TA,Y,SBrkr,1699,1.0,0.0,2,0,3,2,TA,Typ,0,Gd,CarPort,Unf,2.0,Fa,Fa,Y,0,0,Ex,MnPrv,Shed,8,2009,WD,Abnorml,0,109,39.0,0.4498977505112474,1,242.71428571428572,1,89.0,0,74,1,0
